Kabupaten/ Kota,Measure Names,provinsi,Tanggal,Measure Values
PENUKAL ABAB LEMATANG ILIR,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"18,518,519"
REMBANG,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"8,672,566"
JEPARA,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"10,352,673"
SAMPANG,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"6,060,606"
TAMBRAUW,Testing (% Positivity Rate/ minggu),PAPUA BARAT,31/08/2021,0
PESISIR BARAT,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,0
KOTA PEKALONGAN,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"4,702,194"
TAKALAR,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"14,173,228"
PADANG LAWAS,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"66,666,667"
MUSI BANYUASIN,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"30,660,377"
KENDAL,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"8,474,576"
CIREBON,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"11,937,244"
SITUBONDO,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"25,957,447"
CIANJUR,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"21,359,223"
NIAS,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,0
ASMAT,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,"7,692,308"
TUBAN,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"21,481,481"
KOTA PAGAR ALAM,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"66,666,667"
KOLAKA UTARA,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,"44,444,444"
NIAS UTARA,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,0
MUSI RAWAS,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"12,5"
ACEH TENGGARA,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"33,333,333"
BOLAANG MONGONDOW UTARA,Testing (% Positivity Rate/ minggu),SULAWESI UTARA,31/08/2021,"58,333,333"
KOTA PADANGSIDIMPUAN,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"23,684,211"
TOLIKARA,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,0
MAMBERAMO TENGAH,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,"33,333,333"
TEGAL,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"1,880,531"
ACEH TIMUR,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,0
ALOR,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"4,142,012"
KAIMANA,Testing (% Positivity Rate/ minggu),PAPUA BARAT,31/08/2021,"15,555,556"
WAKATOBI,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,"5,555,556"
PROBOLINGGO,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"23,489,933"
BANDUNG BARAT,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"18,965,517"
LAMPUNG TENGAH,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,"72,727,273"
KERINCI,Testing (% Positivity Rate/ minggu),JAMBI,31/08/2021,"84,375"
SUMEDANG,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"8,695,652"
MAJALENGKA,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"15,384,615"
KEPULAUAN YAPEN,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,0
TANGGAMUS,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,"57,142,857"
LOMBOK UTARA,Testing (% Positivity Rate/ minggu),NTB,31/08/2021,"17,777,778"
KUNINGAN,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"12,871,287"
BOLAANG MONGONDOW,Testing (% Positivity Rate/ minggu),SULAWESI UTARA,31/08/2021,0
PANDEGLANG,Testing (% Positivity Rate/ minggu),BANTEN,31/08/2021,"24,137,931"
SUBANG,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"22,522,523"
KEPULAUAN SANGIHE,Testing (% Positivity Rate/ minggu),SULAWESI UTARA,31/08/2021,10
LAMONGAN,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"8,888,889"
DEMAK,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"2,623,829"
LOMBOK TENGAH,Testing (% Positivity Rate/ minggu),NTB,31/08/2021,"14,705,882"
BONDOWOSO,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"2,832,618"
SIDENRENG RAPPANG,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"24,038,462"
TULANG BAWANG BARAT,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,0
OGAN KOMERING ULU TIMUR,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"41,818,182"
HUMBANG HASUNDUTAN,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"3,428,571"
LEBAK,Testing (% Positivity Rate/ minggu),BANTEN,31/08/2021,"29,104,478"
TASIKMALAYA,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"23,131,673"
KONAWE,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,"6,077,348"
BANDUNG,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"19,362,319"
INDRAMAYU,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"6,821,963"
TEMANGGUNG,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"4,308,231"
KOTA PASURUAN,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"32,608,696"
BREBES,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"6,176,883"
ACEH UTARA,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"56,666,667"
RAJA AMPAT,Testing (% Positivity Rate/ minggu),PAPUA BARAT,31/08/2021,"66,666,667"
ROKAN HULU,Testing (% Positivity Rate/ minggu),RIAU,31/08/2021,"35,245,902"
BOMBANA,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,0
SITARO,Testing (% Positivity Rate/ minggu),SULAWESI UTARA,31/08/2021,"66,666,667"
BANTAENG,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"28,915,663"
DOMPU,Testing (% Positivity Rate/ minggu),NTB,31/08/2021,"15,151,515"
WAY KANAN,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,"84,210,526"
MOJOKERTO,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"24,468,085"
KOTA LUBUK LINGGAU,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"11,594,203"
MERANGIN,Testing (% Positivity Rate/ minggu),JAMBI,31/08/2021,"44,329,897"
BOALEMO,Testing (% Positivity Rate/ minggu),GORONTALO,31/08/2021,"29,577,465"
MUARA ENIM,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"46,099,291"
LEMBATA,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"16,666,667"
BOJONEGORO,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"16,188,525"
KOTABARU,Testing (% Positivity Rate/ minggu),KALIMANTAN SELATAN,31/08/2021,"64,814,815"
KEPULAUAN SERIBU,Testing (% Positivity Rate/ minggu),DKI JAKARTA,31/08/2021,"483,871"
KOTA TERNATE,Testing (% Positivity Rate/ minggu),MALUKU UTARA,31/08/2021,"3,682,896"
SUMBAWA,Testing (% Positivity Rate/ minggu),NTB,31/08/2021,"1,640,625"
BOGOR,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"29,701,493"
KOTA BIMA,Testing (% Positivity Rate/ minggu),NTB,31/08/2021,"8,786,611"
REJANG LEBONG,Testing (% Positivity Rate/ minggu),BENGKULU,31/08/2021,"41,025,641"
BOLAANG MONGONDOW SELATAN,Testing (% Positivity Rate/ minggu),SULAWESI UTARA,31/08/2021,100
MAGELANG,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"16,290,727"
KOTA GUNUNGSITOLI,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"3,448,276"
KARO,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"2,527,881"
PASAMAN,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"1,048,218"
BANJARNEGARA,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"49,286,988"
WONOSOBO,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"21,684,867"
KOTA SEMARANG,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"3,614,458"
NAGEKEO,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"7,272,727"
KOTA TEGAL,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"5,943,536"
SOLOK,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"1,870,229"
KOTA TASIKMALAYA,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"19,055,649"
FAK FAK,Testing (% Positivity Rate/ minggu),PAPUA BARAT,31/08/2021,"14,035,088"
PELALAWAN,Testing (% Positivity Rate/ minggu),RIAU,31/08/2021,"59,259,259"
WAJO,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"57,142,857"
KOTA JAKARTA BARAT,Testing (% Positivity Rate/ minggu),DKI JAKARTA,31/08/2021,"7,627,943"
SIKKA,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"14,027,149"
LUMAJANG,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"35,409,836"
KEEROM,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,0
BATU BARA,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"3,271,028"
KEPAHIANG,Testing (% Positivity Rate/ minggu),BENGKULU,31/08/2021,"57,142,857"
JENEPONTO,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"31,654,676"
PULAU MOROTAI,Testing (% Positivity Rate/ minggu),MALUKU UTARA,31/08/2021,"8,333,333"
MANGGARAI BARAT,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"1,648,352"
JEMBER,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"24,050,633"
BULUKUMBA,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"7,317,073"
KOTA BATAM,Testing (% Positivity Rate/ minggu),KEP. RIAU,31/08/2021,"10,143,143"
LABUHANBATU SELATAN,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"76,923,077"
LAMPUNG SELATAN,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,"25,287,356"
SARMI,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,0
BONE,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"42,307,692"
KOTA TANJUNG BALAI,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,0
LOMBOK TIMUR,Testing (% Positivity Rate/ minggu),NTB,31/08/2021,"52,980,132"
PESISIR SELATAN,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"21,176,471"
SUKABUMI,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"38,126,362"
ENREKANG,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"57,446,809"
MESUJI,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,"56,521,739"
SIDOARJO,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"12,940,213"
NAGAN RAYA,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"52,631,579"
BIAK NUMFOR,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,"952,381"
PINRANG,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"52,941,176"
KEBUMEN,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"19,747,082"
KOLAKA,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,"12,389,381"
ACEH BARAT DAYA,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"95,238,095"
SERUYAN,Testing (% Positivity Rate/ minggu),KALIMANTAN TENGAH,31/08/2021,100
LOMBOK BARAT,Testing (% Positivity Rate/ minggu),NTB,31/08/2021,"12,225,705"
BEKASI,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"20,162,437"
KOTA TANGERANG,Testing (% Positivity Rate/ minggu),BANTEN,31/08/2021,"13,201,116"
GOWA,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"9,587,814"
LABUHANBATU,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,0
BANYUWANGI,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"11,649,123"
BENGKULU TENGAH,Testing (% Positivity Rate/ minggu),BENGKULU,31/08/2021,50
HALMAHERA SELATAN,Testing (% Positivity Rate/ minggu),MALUKU UTARA,31/08/2021,"3,463,203"
MAMUJU,Testing (% Positivity Rate/ minggu),SULAWESI BARAT,31/08/2021,"11,270,983"
ACEH JAYA,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"91,666,667"
SUMBAWA BARAT,Testing (% Positivity Rate/ minggu),NTB,31/08/2021,"13,422,819"
KARAWANG,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"34,210,526"
KOTA CILEGON,Testing (% Positivity Rate/ minggu),BANTEN,31/08/2021,"13,141,994"
BENER MERIAH,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,75
PAKPAK BHARAT,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,50
KOTA SORONG,Testing (% Positivity Rate/ minggu),PAPUA BARAT,31/08/2021,"2,060,222"
KOTA CIMAHI,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"24,537,815"
TELUK BINTUNI,Testing (% Positivity Rate/ minggu),PAPUA BARAT,31/08/2021,"26,530,612"
SEKADAU,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,"41,666,667"
KOTAWARINGIN BARAT,Testing (% Positivity Rate/ minggu),KALIMANTAN TENGAH,31/08/2021,"13,913,043"
SAMBAS,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,"15,349,887"
GORONTALO,Testing (% Positivity Rate/ minggu),GORONTALO,31/08/2021,"2,460,733"
SORONG SELATAN,Testing (% Positivity Rate/ minggu),PAPUA BARAT,31/08/2021,0
LANGKAT,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"37,931,034"
TORAJA UTARA,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"66,666,667"
ENDE,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"6,299,213"
KOTA SIBOLGA,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"13,559,322"
ASAHAN,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"40,875,912"
TIMOR TENGAH SELATAN,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"42,567,568"
TULUNGAGUNG,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"31,550,802"
KOTA PARIAMAN,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"24,712,644"
KOTA TIDORE KEPULAUAN,Testing (% Positivity Rate/ minggu),MALUKU UTARA,31/08/2021,"7,894,737"
YAHUKIMO,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,0
MAJENE,Testing (% Positivity Rate/ minggu),SULAWESI BARAT,31/08/2021,0
KOTA KENDARI,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,"7,242,525"
JOMBANG,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"27,379,553"
GRESIK,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"28,399,312"
SRAGEN,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"14,881,623"
POLEWALI MANDAR,Testing (% Positivity Rate/ minggu),SULAWESI BARAT,31/08/2021,"38,996,139"
SIMEULUE,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"64,705,882"
MALUKU TENGGARA,Testing (% Positivity Rate/ minggu),MALUKU,31/08/2021,"69,444,444"
PURBALINGGA,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"4,157,754"
DHARMASRAYA,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"37,419,355"
PANGANDARAN,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"29,213,483"
KAPUAS HULU,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,0
MALANG,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"1,858,345"
SIJUNJUNG,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"24,422,442"
LUWU,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"25,362,319"
BIREUEN,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"50,684,932"
ROKAN HILIR,Testing (% Positivity Rate/ minggu),RIAU,31/08/2021,"23,478,261"
TELUK WONDAMA,Testing (% Positivity Rate/ minggu),PAPUA BARAT,31/08/2021,"4,294,479"
KOTA SUBULUSSALAM,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"69,565,217"
SIMALUNGUN,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"55,2"
MAROS,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"14,748,201"
KOTA PRABUMULIH,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"12,153,518"
TAPANULI UTARA,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"12,359,551"
CILACAP,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"2,800,789"
CIAMIS,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"3,545,082"
DAIRI,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"8,510,638"
ACEH SINGKIL,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,80
KONAWE UTARA,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,"27,5"
LABUHANBATU UTARA,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"66,666,667"
PESAWARAN,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,54
MUKO MUKO,Testing (% Positivity Rate/ minggu),BENGKULU,31/08/2021,0
KOTA BANDUNG,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"15,134,794"
NGAWI,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"32,291,667"
SUMBA BARAT DAYA,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"6,410,256"
TEBO,Testing (% Positivity Rate/ minggu),JAMBI,31/08/2021,"24,581,006"
BARRU,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"53,623,188"
SANGGAU,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,"37,142,857"
BUNGO,Testing (% Positivity Rate/ minggu),JAMBI,31/08/2021,"27,642,276"
MUARO JAMBI,Testing (% Positivity Rate/ minggu),JAMBI,31/08/2021,"61,25"
PIDIE JAYA,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,45
KONAWE SELATAN,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,50
KOTA MOJOKERTO,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"39,220,183"
WONOGIRI,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"37,197,581"
TIMOR TENGAH UTARA,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"90,196,078"
MAPPI,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,0
LAMPUNG TIMUR,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,"34,074,074"
KOTA TANGERANG SELATAN,Testing (% Positivity Rate/ minggu),BANTEN,31/08/2021,"7,888,521"
PANGKAJENE KEPULAUAN,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"20,538,721"
KLATEN,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"31,655,629"
BONE BOLANGO,Testing (% Positivity Rate/ minggu),GORONTALO,31/08/2021,"18,120,805"
LANDAK,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,"6,25"
GORONTALO UTARA,Testing (% Positivity Rate/ minggu),GORONTALO,31/08/2021,25
KOTA BATU,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"2,748,538"
KOTA PARE PARE,Testing (% Positivity Rate/ minggu),SULAWESI SELATAN,31/08/2021,"33,181,818"
KUPANG,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"113,381"
PASAMAN BARAT,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"37,572,254"
KOTA BITUNG,Testing (% Positivity Rate/ minggu),SULAWESI UTARA,31/08/2021,"9,939,759"
LAMANDAU,Testing (% Positivity Rate/ minggu),KALIMANTAN TENGAH,31/08/2021,75
SOLOK SELATAN,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"19,354,839"
KEPULAUAN TALAUD,Testing (% Positivity Rate/ minggu),SULAWESI UTARA,31/08/2021,100
PAHUWATO,Testing (% Positivity Rate/ minggu),GORONTALO,31/08/2021,"26,804,124"
MANGGARAI TIMUR,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,"18,181,818"
BENGKULU UTARA,Testing (% Positivity Rate/ minggu),BENGKULU,31/08/2021,"40,217,391"
TANJUNG JABUNG TIMUR,Testing (% Positivity Rate/ minggu),JAMBI,31/08/2021,"41,089,109"
KOTA PALEMBANG,Testing (% Positivity Rate/ minggu),SUMATERA SELATAN,31/08/2021,"10,992,806"
KOLAKA TIMUR,Testing (% Positivity Rate/ minggu),SULAWESI TENGGARA,31/08/2021,"952,381"
TOLI TOLI,Testing (% Positivity Rate/ minggu),SULAWESI TENGAH,31/08/2021,0
BANYUMAS,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"47,211,336"
LIMA PULUH KOTA,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"19,858,156"
KOTA JAKARTA TIMUR,Testing (% Positivity Rate/ minggu),DKI JAKARTA,31/08/2021,"5,616,251"
NGANJUK,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"32,189,974"
BARITO UTARA,Testing (% Positivity Rate/ minggu),KALIMANTAN TENGAH,31/08/2021,"5,326,087"
JAYAWIJAYA,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,"7,894,737"
KOTA BOGOR,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"18,149,284"
KOTA LANGSA,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"27,956,989"
KOTAWARINGIN TIMUR,Testing (% Positivity Rate/ minggu),KALIMANTAN TENGAH,31/08/2021,"22,559,653"
PASANGKAYU,Testing (% Positivity Rate/ minggu),SULAWESI BARAT,31/08/2021,"46,296,296"
KARANGASEM,Testing (% Positivity Rate/ minggu),BALI,31/08/2021,"18,387,097"
SUKOHARJO,Testing (% Positivity Rate/ minggu),JAWA TENGAH,31/08/2021,"22,908,864"
MINAHASA TENGGARA,Testing (% Positivity Rate/ minggu),SULAWESI UTARA,31/08/2021,"80,555,556"
KOTA JAKARTA UTARA,Testing (% Positivity Rate/ minggu),DKI JAKARTA,31/08/2021,"6,819,372"
KOTA BANDAR LAMPUNG,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,"26,272,016"
JAYAPURA,Testing (% Positivity Rate/ minggu),PAPUA,31/08/2021,"8,618,582"
BANJAR,Testing (% Positivity Rate/ minggu),KALIMANTAN SELATAN,31/08/2021,"15,739,269"
KUBU RAYA,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,"14,341,085"
MAMUJU TENGAH,Testing (% Positivity Rate/ minggu),SULAWESI BARAT,31/08/2021,"48,235,294"
BINTAN,Testing (% Positivity Rate/ minggu),KEP. RIAU,31/08/2021,"27,419,355"
INDRAGIRI HULU,Testing (% Positivity Rate/ minggu),RIAU,31/08/2021,"48,360,656"
PACITAN,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"39,622,642"
KEDIRI,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"2,688,378"
BLITAR,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"2,860,847"
BANGGAI LAUT,Testing (% Positivity Rate/ minggu),SULAWESI TENGAH,31/08/2021,"11,111,111"
INDRAGIRI HILIR,Testing (% Positivity Rate/ minggu),RIAU,31/08/2021,"37,719,298"
KUANTAN SINGINGI,Testing (% Positivity Rate/ minggu),RIAU,31/08/2021,"37,864,078"
BARITO KUALA,Testing (% Positivity Rate/ minggu),KALIMANTAN SELATAN,31/08/2021,"63,333,333"
KOTA JAKARTA PUSAT,Testing (% Positivity Rate/ minggu),DKI JAKARTA,31/08/2021,"8,625,454"
KOTA JAKARTA SELATAN,Testing (% Positivity Rate/ minggu),DKI JAKARTA,31/08/2021,"6,051,612"
GAYO LUES,Testing (% Positivity Rate/ minggu),ACEH,31/08/2021,"68,571,429"
MALAKA,Testing (% Positivity Rate/ minggu),NTT,31/08/2021,0
TANJUNG JABUNG BARAT,Testing (% Positivity Rate/ minggu),JAMBI,31/08/2021,"62,831,858"
MEMPAWAH,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,44
LAMPUNG BARAT,Testing (% Positivity Rate/ minggu),LAMPUNG,31/08/2021,"60,344,828"
TANAH DATAR,Testing (% Positivity Rate/ minggu),SUMATERA BARAT,31/08/2021,"22,036,728"
KOTA SERANG,Testing (% Positivity Rate/ minggu),BANTEN,31/08/2021,"12,057,878"
KATINGAN,Testing (% Positivity Rate/ minggu),KALIMANTAN TENGAH,31/08/2021,"5,862,069"
MADIUN,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"26,666,667"
TRENGGALEK,Testing (% Positivity Rate/ minggu),JAWA TIMUR,31/08/2021,"27,593,819"
KOTA BANJAR,Testing (% Positivity Rate/ minggu),JAWA BARAT,31/08/2021,"27,804,878"
KOTA PONTIANAK,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,"11,200,402"
KOTA SINGKAWANG,Testing (% Positivity Rate/ minggu),KALIMANTAN BARAT,31/08/2021,"18,352,941"
SERDANG BEDAGAI,Testing (% Positivity Rate/ minggu),SUMATERA UTARA,31/08/2021,"36,335,404"
MAMASA,Testing (% Positivity Rate/ minggu),SULAWESI BARAT,31/08/2021,0
